Matricule,Année,PriorityStrategique,Description,Ponderation,IndicateurResultat,Resultat,Commentaire
00279,2023,Robustesse Opérationnelle,"Le taux de satisfaction des utilisateurs sur le wifi public sera amélioré de 2,84 à 4 pour l'enquete ASQ",20,atteint si un : nous atteigerons un score supérieur ou égal à 4 pour l'equete ASQ pour le Wifi public avant Septembre 2023,0,"Note ASQ : 3,12/5
Plan d'action : réorientation des AP"
00279,2023,Robustesse Opérationnelle,,0,,0,
00279,2023,Performance Financière,Le revenu generé par les point de présence des fournisseurs d'accès internet sera augmenté de 20% afin d'attenuer les charges recurentes de la DSI,25,atteint s'il y a une augmentation de 20% de revenu mensuel sur l'exploitation du POP en 2023,0,A ce stade 183%
00279,2023,Performance Financière,,0,,0,
00279,2023,Performance Financière,,0,,0,
00279,2023,Performance Financière,,0,,0,
00279,2023,Responsabilité Sociétale d'Entreprise,La journalisation des evènements (entrée/sortie) dans les locaux serveurs sera digitalisée afin d'eliminer l'utilisation des papier (log book),15,"atteint si les 4 principaux locaux techniques (RG00, RG01, TA et NOS) disposeront d'un contrôle de securité physique.",0,"* Contrôle Accès : Non Budgétisé 2023
* Formulaire intervention : OK
* Sensibilisation & opérationnel : Janv2024"
00279,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00279,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00279,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00281,2023,Robustesse Opérationnelle,Satisfaction des clients internes,20,Le résultat du sondage annuel est supérieur ou égal à 75%,0,
00281,2023,Robustesse Opérationnelle,Sécurisation périmètre foncier,20,"-Bornage de TNR réalisé à 100% et obtention du plan à jour du périmètre foncier à TNR (hormis le cas de la lenteur administrative)
-Bornage à Nosy Be à au moins 10%",0,
00281,2023,Robustesse Opérationnelle,Maitrise et suivi des documents contractuels,15,"-Aucun retard conséquent au renouvellement des contrats et des assurances
-revue des conditions générales (contratèques) effecutées avec l'équipe DJA",0,
00281,2023,Robustesse Opérationnelle,,0,,0,
00281,2023,Performance Financière,Recouvrement des indemnisations (assurances et recours directs),15,Aucun retard dans les déclarations qui pourraient engendrer des pénalités ou une déchéance (droit à une indemnisation d'un sinistre) et si toutes indemnisations fondées au titre des 3 dernières années sont recouvrées,0,
00281,2023,Performance Financière,Contribution à l'atteinte de l'EBITDA 2023 à 12 000 000 €,10,"-Assistance aux autres directions à faire des économies
-Aucune pénalité due à un retard
-Activation de otus moyens de recouvrement (amiable, contentieux)",0,
00281,2023,Performance Financière,,0,,0,
00281,2023,Performance Financière,,0,,0,
00281,2023,Responsabilité Sociétale d'Entreprise,Réduction de 10% de l'utilisation de papier par rapport à 2022,10,réduction de la consommation globale de papiers etc,0,
00281,2023,Responsabilité Sociétale d'Entreprise,Contribution à la mise en eouvre du programme E&C,10,Mise en place de toutes les actions prévues dans le programme 2023,0,
00281,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00281,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00283,2023,Robustesse Opérationnelle,L'outil de ticketing GLPI sera utilisé efficacement par les collaborateurs NOS,20,Un atelier d'utilisation effectué,0,
00283,2023,Robustesse Opérationnelle,Le taux des indicateurs de performances des activités du services support respectera les SLA suivant la procédure de gestion des incidents en vigueur,20,Zéro création de ticket non conforme 100% des tickets respecte le temps de prise en charge,0,
00283,2023,Robustesse Opérationnelle,Inculquer la cuture cyber pour réduire les risques liés de la cybersécurité,20,Une sensibilisation effectuée pour les collaborateurs NOS,0,
00283,2023,Robustesse Opérationnelle,,0,,0,
00283,2023,Performance Financière,La réattribution des PC sera privilégiée lors des nouvelles dotations,30,3 PC réattribués retournés,0,
00283,2023,Performance Financière,,0,,0,
00283,2023,Performance Financière,,0,,0,
00283,2023,Performance Financière,,0,,0,
00283,2023,Responsabilité Sociétale d'Entreprise,Une bonne action environnementale sera accomplie,5,Une action réalisée dans l'année,0,
00283,2023,Responsabilité Sociétale d'Entreprise,Une bonne action sociale sera accomplie,5,Une action réalisée dans l'année,0,
00283,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00283,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00284,2023,Robustesse Opérationnelle,L'utilisation de MS Sharepoint sera vulgarisé à NOS,20,Un atelier de formation effectué,0,
00284,2023,Robustesse Opérationnelle,Le taux des indicateurs de performances des activités du service support respectera les SLA suivant le procédure de gestion des incidents en vigueur,20,"Zéro création de ticket non conforme 
100% des tickets respecte le temps de prise en charge",0,
00284,2023,Robustesse Opérationnelle,Inculquer la cuture cyber pour réduire les risques liés de la cybersécurité,20,Une sensibilisation AOS effectuée pour les agents opérant sur les comptoirs,0,
00284,2023,Robustesse Opérationnelle,,0,,0,
00284,2023,Performance Financière,Le taux d'impression des collaborateurs NOS sera réduit de 4%,30,atteint si une bonne pratique sur la limitation d'utilisation des papiers partagée,0,
00284,2023,Performance Financière,,0,,0,
00284,2023,Performance Financière,,0,,0,
00284,2023,Performance Financière,,0,,0,
00284,2023,Responsabilité Sociétale d'Entreprise,Une bonne action sociale sera accomplie dans la communauté de Nosy Be,10,Une action réalisée dans l'année,0,
00284,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00284,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00284,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00285,2023,Robustesse Opérationnelle,Les applications Microsoft et les outils de ticketing seront utilisées efficacement par les collaborateurs afin de leur permettre d'être plus agile et performant dans l'exécution de leurs tâches,20,"Une atelier sur l'utilisation GLPI et AOCC organisé (Novembre)
Une bonne pratique sur l'utilisation des applications Microsoft partagées (One drive, Sharepoint, Planner, Forms) chaque trimestre
 pratique sur l'utilisation des applications Microsoft partagées (one note, one drive, sharpeoint,planner, forms) à chaque trimestre",0,
00285,2023,Robustesse Opérationnelle,Le service de téléphonie mobile sera adéquat au besoin profils et postes de RA afin d'optimiser et améliorer les charges mensuelles,20,Le modèle actuel conforme au charge défini d'ici janvier 2024,0,
00285,2023,Robustesse Opérationnelle,"Le taux de satisfaction des collaborateurs internes sur la qualité des services IT sera augmenté à 90%, un sondage sera effectué ce mois de juin",20,"A travers un sondage, ce taux sera atteint (Décembre)",0,
00285,2023,Robustesse Opérationnelle,,0,,0,
00285,2023,Performance Financière,Toutes les demandes IT seront digitalisées sur une plateforme afin de réduire le taux d'impression,10,Zéro demande IT sur formulaire imprimé à partir du mois de Novembre 2023,0,
00285,2023,Performance Financière,Les collaborateurs seront sensibilisés à limiter leur consommation en papier. Une mesure du consommation sera mise en place,10,Une bonne pratique sur la limitation d'utilisation des papiers partagés chaque trimestre,0,
00285,2023,Performance Financière,,0,,0,
00285,2023,Performance Financière,,0,,0,
00285,2023,Responsabilité Sociétale d'Entreprise,"Dans le cadre de la certification ISO 27001-2022, toutes les démarches et plan d'action identifiés lors des audits sur l'aspect RSE seront exécutés et suivi conformément aux exigences de la norme",20,100% des actions effectuées (décembre),0,
00285,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00285,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00285,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00288,2023,Robustesse Opérationnelle,Tarmac 1 - Phase 1: mener à bien le projet de rénovation,25,"- Fin des études MOE - Phase 1: 30 Juin 2023 
- Signature du contrat de travaux : Septembre 2023 
- Fin des travaux : 31 Janvier 2024 (sans incident majeur)",0,
00288,2023,Robustesse Opérationnelle,Tarmac Nosy Be : définir le phasage et le coût des investissements nécessaires pour que le Tarmac de Nosy Be puisse répondre aux besoins opérationnels court et moyen terme(capacité et sécurité),15,"- Phasage validé par la Direction générale et le CA
- travaux d'extension de capacité et/ou de sécurité finalisés à fin janvier 2024",0,
00288,2023,Robustesse Opérationnelle,Mise en place d'un plan de maintenance cohérent sur l'ensemble du patrimoine dont Ravinala a la maintenance en charge (scope DT),10,"- Mission TSA avec ADP finalisée et validée par la direction générale avant le 31 octobre 2023
- mise en œuvre des recommandations (réalisées ou plan d'action détaillé) avant le 31/12",0,
00288,2023,Robustesse Opérationnelle,programme d'investissements quinquennal,10,"Etablir le programme d'investissements détaillé de la concession sur les 5 prochaines années - fonction des masterplans, du lifecycle, des besoins opérationnels et commerciaux des 2 sites",0,
00288,2023,Performance Financière,Objectif de performance financière commun aux membres du CODIR,30,"Atteinte d'un EBITDA 2023 de 12,000,000 EUR pour un taux de change à 4700 MGA ou 11,000,000 EUR pour un taux de change à 4500 MGA, après retraitement/neutralisation du coût des éventuels incentives 
100% de l'objectif atteint si l'EBITDA de l'exercice 2023 est supérieur ou égal aux seuils ci-avant après retraitement/neutralisation du coût des éventuels incentives",0,
00288,2023,Performance Financière,,0,,0,
00288,2023,Performance Financière,,0,,0,
00288,2023,Performance Financière,,0,,0,
00288,2023,Responsabilité Sociétale d'Entreprise,Réalisation des projets solaires sur les 2 sites,10,"- NOS : installation fonctionnelle à fin 2023 
- TNR : orientation stratégique de l'investissement validée au dernier CA de l'année",0,
00288,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00288,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00288,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00289,2023,Robustesse Opérationnelle,"améliorer et développer la performance Segment ""Aéronautiques"" : Atteinte d'un volume de trafic 2023 de l'entreprise de 1,050,000 passagers",13,"100% de l'objectif atteint si le volume de trafic est supérieur ou égal à 1,050,000 passagers sur la période du 01/01/2023 au 31/12/2023 pour les aéroports de TNR et NOS",0,
00289,2023,Robustesse Opérationnelle,"améliorer et développer la performance Segment ""Non Aéronautiques""",13,"Améliorer la satisfaction des passagers en obtenant au moins 5 items ASQ au-dessus de 4.00 (au total 11 items parmi category scores et ASQ indexes)
100% de l'objectif atteint si au moins 5 items ASQ sont au-dessus de 4.00 au Q4 2023",0,
00289,2023,Robustesse Opérationnelle,Mettre en place un Plan de développement Immobilier et Foncier,13,"1- Validation d'un plan directeur immobilier landside TNR par le Conseil d'Administration du mois de mai 2023, et lancement d'un projet immobilier (AO prête à lancer au 31/12/2023) ; 
2- Lancement du projet Gare de Fret (AO prête à lancer au 31/12/2023)",0,
00289,2023,Robustesse Opérationnelle,,0,,0,
00289,2023,Performance Financière,Objectif de performance financière commun aux membres du CODIR,20,"Atteinte d'un EBITDA 2023 de 12,000,000 EUR pour un taux de change à 4700 MGA ou 11,000,000 EUR pour un taux de change à 4500 MGA, après retraitement/neutralisation du coût des éventuels incentives 
100% de l'objectif atteint si l'EBITDA de l'exercice 2023 est supérieur ou égal aux seuils ci-avant après retraitement/neutralisation du coût des éventuels incentives",0,
00289,2023,Performance Financière,"améliorer et développer la performance Segment ""Aéronautiques"" : Atteinte d'un volume de trafic 2023 de l'entreprise de 1,100,000 passagers",33,"100% de l'objectif atteint si le volume de trafic est supérieur ou égal à 1,100,000 passagers sur la période du 01/01/2023 au 31/12/2023 pour les aéroports de TNR et NOS",0,
00289,2023,Performance Financière,,0,,0,
00289,2023,Performance Financière,,0,,0,
00289,2023,Responsabilité Sociétale d'Entreprise,Sécuriser les biens et les personnes :,7,Démantèlement complet de toutes les occupations dans les doubles tonneaux TNR au plus tard le 31/12/23,0,
00289,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00289,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00289,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00291,2023,Robustesse Opérationnelle,Sécuriser les données des utilisateurs en synchronisant leurs données de profil avec Onedrive afin d'avoir une résilience des données,20,Les données dans le profil des utilisateurs qui ont une licence et utilisent ondrive sont synchronisé dans Onedrive d'ici fin juin,0,"OK sur le scope définit
Moyen de contrôle à étudier pour 2024"
00291,2023,Robustesse Opérationnelle,Levé des vulnérabilités et intégration de nouvelles fonctionnalités pour notre système de ticketing afin de renforcer la sécurité du sytème,25,"-Les vulnérabilités identifiés seront cloturés
le système d'exploitation ainsi que l'outils GLPI seront mis à jour d'ici fin d'Aout 
-Le système d'exploitation ainsi que l'outil GLPI seront mis à jour d'ici fin Août",0,"-Installation serveur OS effectuée; 
OK: Migration effectuée
Test en cours
Migration effectuée
-Test en cours
-Migration à faire après la validation"
00291,2023,Robustesse Opérationnelle,"Déployer une solution ""System Center"" afin de centraliser la gestion des mises à jour, la distribution des applications et la gestion des correctifs sur nos serveurs et postes de travail",25,"D'ici septembre :
- Le seveur de gestion sera installé et configuré
- Les mises à jours des systèmes et applications seront gérer à partir de la console SCCM
-le serveur de gestion sera installé et configué
- les mise à jour des systèmes et applications seront gérer à partir de la console SCCM",0,"Solution remplacé par Endpoint center (manage engine)
Acquisition de la solution (encours directement chez Zoho corporatopn)
Acquisition de la solution (encours directement chez Zoho corporation)
Validation du document
Acquisition de la solution"
00291,2023,Robustesse Opérationnelle,,0,,0,
00291,2023,Performance Financière,Le revenu généré par les points de présence des fourisseurs d'accè internet sera augmenté de 20% afin d'atténuer les charges OPEX IT/Telecom,20,Les revenus générés par le POP sont augmentés de 20%,0,Il y a une augmentation de 183% sur les redevances POP
00291,2023,Performance Financière,,0,,0,
00291,2023,Performance Financière,,0,,0,
00291,2023,Performance Financière,,0,,0,
00291,2023,Responsabilité Sociétale d'Entreprise,La journalisation des évènements (entrée/sortie) dans les locaux serverus sera digitalisé afin d'éliminer l'utilisation des papiers et encre,10,Atteinte si les évènements d'entrée et de sortie dans les 4 locaux serveurs principales seront digitalisés,0,"Formulaire OK est en place
Afaire : 
-Mise en place contrôle d'accès à NOS et TA à faire
-Sensibilisation des concernés
Mise en place contrôle d'accès à NOS et TA à faire"
00291,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00291,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00291,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00292,2023,Robustesse Opérationnelle,Identifier les améliorations à mettre en place en vue d'une certification ISO 45001,30,"-Liste des améliorations (fiches de poste sécurité, comité santé et sécurité, mise à jour documents uique, etc) à faire et planning de mise en œuvre des améliorations disponibles au 31/08
-Mise en œuvre selon le planning défini",0,"Liste des améliorations disponible
Document unique : mis à jour réalisé suite mission TSA, validation avec les manager (séance) réalisée
Fiche de poste de sécurité modèle disponible
Planning disponible avec des actions à poursuivre en 2024"
00292,2023,Robustesse Opérationnelle,Mettre en place un système de sensibilisation sécurité des employés,20,"-Liste des thèmes/formats (tooloox, flyer, vidéo) de sensibilisation 2023 et planning de sensibilisation disponibes le 15/05
- réalisation des sensibilisations selon le planning défini
-Une vidéo sécurité d'intégration",0,"Liste et planning Toolbox disponible
A mettre en oeuvre selon le planning défini
Vidéo sécurité : Vidéo de sensibilisation (attente correction Communication)"
00292,2023,Robustesse Opérationnelle,,0,,0,
00292,2023,Robustesse Opérationnelle,,0,,0,
00292,2023,Performance Financière,Réaliser une économie de 5% sur les OPEX du budget 2023 de la DQRSE,20,atteint si l'économie réalisée est d'au moins 5% au 31/12/2023,0,
00292,2023,Performance Financière,,0,,0,
00292,2023,Performance Financière,,0,,0,
00292,2023,Performance Financière,,0,,0,
00292,2023,Responsabilité Sociétale d'Entreprise,Réaliser un évènement/sensibilisation sur la sécurité des personnes et des biens pour les communautés,15,Evènement/sensibilisation effectuée pour TNR avant 31/12/2023,0,Evenement terminé le 08/12/2023
00292,2023,Responsabilité Sociétale d'Entreprise,Trouver une filière de récupération/réutilisation des EPI usés,15,Au moins une filière de récupération/réutilisation des EPI avnt 31/12/23,0,"Réunion effectuée avec Sekool : à distribuer aux parents des élèves pour ceux qui sont récupérables; à transformer pour les non récupérables)
Préparer une ébauche de convention à signer avec eux : attente retour de l'équipe Juridique"
00292,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00292,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00293,2023,Robustesse Opérationnelle,"Disponibilité des supports de communication-marketing pour les cibles suivants :
Corporate (Etat) : support numérique et physique
grand public : support numérique, QR code et vidéo Ravinala Airports
Tiers ayant une relation commerciale : support physique et numérique",15,"3 types de supports de communication disponibles 
Corporate : 30 juin
Pro marketing : 15 juillet
Public : 15 juin
Video corporate Ravinala Airports : 1/12/23",0,
00293,2023,Robustesse Opérationnelle,"Améliorer la satisfaction des passagers en obtenant au moins 5 items ASQ au dessus de 4,00 (au total 11 items parmi category scores et ASQ indexes)",20,"Au moins 5 items ASQ sont au-dessus de 4,00 au Q4 2023",0,
00293,2023,Robustesse Opérationnelle,"Organiser la sélection de l'agence de com en charge de la stratégie de positionnement de marque de Ravinala Airports, TNR, NOS et assurer le suivi sur terrain des travaux de l'agence",20,"Rétroplanning appel d'offre validé le 15/5/2023
appel d'offre sélection agence lancéle 31/5/23
Sélection de l'agence prête pour 30/6/2023 (offre comparatif, organisation réunion achat,rapport)
Début travaux : 10/7/23
Stratégie validée : 29/12/23
Plan de com de l'agence suivi - rapport mensuel à l'appui : 31/12/23",0,
00293,2023,Robustesse Opérationnelle,,0,,0,
00293,2023,Performance Financière,Assurer une économie de 5% sur le budget COM,30,5% d'économie atteint fin décembre 2023,0,
00293,2023,Performance Financière,,0,,0,
00293,2023,Performance Financière,,0,,0,
00293,2023,Performance Financière,,0,,0,
00293,2023,Responsabilité Sociétale d'Entreprise,"Plan de communication RSE 2023-2024 
Création des supports de communication spécial RSE",15,"Plan de communication validé à fin Mai 2023
Support de communication dédié RSE validé à 29/12/23 (flyers, contribution contenu site web)",0,
00293,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00293,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00293,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00297,2023,Robustesse Opérationnelle,"améliorer et développer la performance Segment ""Aéronautiques"" : Atteinte d'un volume de trafic 2023 de l'entreprise de 1,050,000 passagers",35,"100% de l'objectif atteint si le volume de trafic est supérieur ou égal à 1,050,000 passagers sur la période du 01/01/2023 au 31/12/2023 pour les aéroports de TNR et NOS",0,
00297,2023,Robustesse Opérationnelle,"Développement immobilier 
- 100% de Taux d'occupation TC, TB et NOS avec les perspectives de développement validés
- validation du business plan Aviation Générale",20,"- Atteint si 100% occupés et facturés au 30/06
- atteint si nouveau modèle AG validé et implémenté à fin décembre 2023",0,
00297,2023,Robustesse Opérationnelle,"Performance des compagnies aériennes (trafic et contractuel) 
- reporting performance du trafic avec KPI 
- KPI pour mesurer le respect des obligations contractuelles",15,"- Reporting performance envoyé mensuellement
- Tableau des obligations : pièces obtenues pour toutes les compagnies et obligations respectées au 31/12",0,
00297,2023,Robustesse Opérationnelle,,0,,0,
00297,2023,Performance Financière,Objectif de performance financière commun,20,atteint si économie de 15% ou plus sur le budget OPEX (hors salaire) et hors CAPEX hors incentives de la DCM,0,
00297,2023,Performance Financière,,0,,0,
00297,2023,Performance Financière,,0,,0,
00297,2023,Performance Financière,,0,,0,
00297,2023,Responsabilité Sociétale d'Entreprise,Sécuriser les biens et les personnes :,10,Démantèlement complet de toutes les occupations dans les doubles tonneaux TNR au plus tard le 31/12/23,0,
00297,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00297,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00297,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00298,2023,Robustesse Opérationnelle,L'ensemble des scopes qui nécessitent la contribution de l'équipe sera traité pour mener à bien l'obtention de la certification ISO 27001,10,"atteint si:
Tous les éléments demandés lié aux exigences 27001 côté applicatifs sont disponibles et mis à jour (Analyse des risques , identification actif informationnel )- Fin décembre",0,"Les éléments demandés par le RSSI et les actions correctives ont été menées à bien : revue des habilitations INFOPAX,INVOICE,ATLAS. Mise en place d'une politique de mot de passe sur l'application ATLAS"
00298,2023,Robustesse Opérationnelle,"Une solution ""hybride"" ou ""indépendante"" pour les affichage est déployée pour une facilité de gestion",20,"Atteint si:
- Mode d'affichage ""sans Wyse"" en version béta réalisé Q4
- Templates d""affichage pour les compagnies disponibles Q4",0,"Templates d'affichages pour les compagnies disponibles : Affichage avec diffusion message défilant,affichage + vidéo. Template pour l'affichage des vols nationaux au TC mis en place. Exploitation et mise à disposition de VISTA PANORAMA pour le visionnement des différentes types d'affichages en temps réel. Mode affichage sans wyse non démarré dû aux différentes circonstances"
00298,2023,Robustesse Opérationnelle,Un système d'information des Ressources Humaines est mis en place pour une facilité de gestion,10,"Atteint si:
- Le processus de Gestion des congés et absences est opérationnel Q4
- il n'y a plus d'utilisation de formulaire de demande de congé version papier - fin Q4",0,"Business Case,TDR et SFD rédigés.Processus mis en place
Formations des utilisateurs en cours.Module Congé et absence testé et validé.Go live prévu Q1 2024"
00298,2023,Robustesse Opérationnelle,Mise en place de processus métier simples et automatisés pour plus de contrôle et d'analyse,20,"Atteint si:
- Facturation de l'aviation générale automatisée d'ici Q4
- Phase 1 de l'intégration des facturations aéro dans l'ERP est finalisée",0,"Paramétrage facturation aviation générale effectué, automatisation facturation 
Etude sur la migration ATLAS et INVOICE vers Sage X3
- Document d'étude à finaliser
- étapes et stratégie à valider"
00298,2023,Performance Financière,La gestion des licences et outils existants est optimisée pour une bonne performance financière,30,"Atteint si:
- La liste des licences avec les dates d'expiration et disponibilités est gérée dans GLPI d'ici Fin Q4
- Une revue périodique des accès est faite tous les trimestres",0,"Licences avec Date d'expiration à jour pour la partie applicative (infra et autres à MAJ), revue des accès effectuée selon la disponibilité des informations à notre niveau"
00298,2023,Performance Financière,,0,,0,
00298,2023,Performance Financière,,0,,0,
00298,2023,Performance Financière,,0,,0,
00298,2023,Responsabilité Sociétale d'Entreprise,"Initiation de la démarche ""Green IT"" afin de développer les bonnes pratiques visant à réduire les consommations d'énergie",10,"Atteint si:
- Tous les serveurs des applications et BD sont maintenus (data clean, espace disque, maintenance DB…)",0,"Maintenance des BDD effectuée périodiquement vérification hebdomadaire des tâches SQL sur les serveurs (resynchronisation,purge, transfert de données,…)"
00298,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00298,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00298,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00305,2023,Robustesse Opérationnelle,"Transformation digitale :
Le processus de vente FRET est intégré dans l'ERP Sage X3 pour sécuriser les données et faciliter le contrôle/reporting",20,"atteint si:
Le processus de facturation Fret est intégré dans X3 et opérationnel
F-Cargo n'est plus utilisé (Fin Août 2023)
Les tickets liés au processus sont traités conformément aux SLA en vigueur",0,"Fin de la recette 18/08/2023
Bascule et run à blanc début septembre

Décalage dans le planning (changement d'organisation et scope)"
00305,2023,Robustesse Opérationnelle,"Cyber sécurité :
L'ensemble des scopes qui nécessitent la contribution de l'équipe sera traité pour mener à bien l'obtention de la certification ISO 27001",20,"atteint si:
Tous les éléments demandés lié aux exigences 27001 côté applicatifs sont disponibles et mis à jour (Analyse des risques , identification actif informationnel )- Fin décembre",0,Revue des habilitations effectué avec la RSSI
00305,2023,Robustesse Opérationnelle,"Amélioration de l'expérience utilisateurs :
Le Siteweb est re-designé pour permettre une meilleure visibilité externe et avoir les informations sur l'aéroport disponible en temps réel",20,"atteint si:
100% des fonctionnalités dans le TDR de la refonte de siteweb déployées et testés
Cahier de recette redigé , document technique et manuel d'utilisation cadré avec le prestataire - Fin Juillet",0,"Site contact déployé

Changement de prestataire et de planning
Validation maquette pour le nouveau siteweb OK"
00305,2023,Robustesse Opérationnelle,,0,,0,
00305,2023,Performance Financière,La gestion des licences et outils existants est optimisée pour une bonne performance financière,30,"atteint si:

- La liste des licences avec les dates d'expiration et disponibilités est gérée dans GLPI
- Une revue périodique des accès est faite tous les trimestres
- les outils/licences non utilisés seront supprimés ou alloués à d'autres fins (12/23)",0,"Désactivation / suppression des comptes non utilisés sur les applications Corporate ok

La liste des licences avec les dates d'expiration et disponibilités est gérée dans GLPI https://helpdesk.corp.ravinala/front/software.php"
00305,2023,Performance Financière,,0,,0,
00305,2023,Performance Financière,,0,,0,
00305,2023,Performance Financière,,0,,0,
00305,2023,Responsabilité Sociétale d'Entreprise,Bonne pratiques pour le green IT sensibilisé pour les collaborateurs,10,"atteint si : 
Tous les serveurs des applications et BD sont maintenus (data clean, espace disque, maintenance DB…)",0,"Maintenance des BDD effectuée régulièrement, vérification hebdomadaire des tâches SQL sur les serveurs (resynchronisation,purge, transfert de données,…)"
00305,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00305,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00305,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00313,2023,Robustesse Opérationnelle,Assurer la disponibilité des infrastructures et équipements dans son périmètre,25,"Atteint si le taux de disponibilité moyen est > 95% sur l'année sur les équipements suivants:
- Toilettes TC et TB
- STEP pour les deux sites (TNR et NOS)
- Climatiseurs aux niveaux des salles serveurs",0,
00313,2023,Robustesse Opérationnelle,Mise en place des nouveaux contrats de maintenance,25,"Atteint si les contrats de maintenance suivants sont effectifs : 

- Séparateurs hydrocarbures TNR pour fin 1er semestre 2023 ( fin juin 2023)
- Potabilisation d'eau NOS pour fin 1er semestre 2023 (fin juin 2023)",0,
00313,2023,Robustesse Opérationnelle,Limité les incidents majeurs au sein de l'aéroport,15,Atteint si aucun incident majeur dans le périmètre d'intervention de la maintenance Ravinala n'impacte des biens ou des personnes,0,
00313,2023,Robustesse Opérationnelle,,0,,0,
00313,2023,Performance Financière,Mise en place d'un contrat cadre pour les achats des PDR en plomberie,15,Atteint si un ou des contrats cadres sont en place pour permettre l'achat de 35% du montant prévisionnel de pièces de rechanges - OPEX B23,0,
00313,2023,Performance Financière,Respect de la plannification des dépenses en OPEX,10,atteint si le taux de respect mensuel suivant le planning de dépense de son service est supérieur à 75%,0,
00313,2023,Performance Financière,,0,,0,
00313,2023,Performance Financière,,0,,0,
00313,2023,Responsabilité Sociétale d'Entreprise,Diminution de la consommation Energetique,10,"Atteint si un plan d'action validé par la Direction Ravinala, par rapport à la diminution des consommations énérgetiques est mise en place",0,
00313,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00313,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00313,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00314,2023,Robustesse Opérationnelle,Renforcer la sécurité du système d'information à TNR en déployant un firewall à TNR afin d'éliminer les vulnérabilités,20,La mise à niveau de la couche Firewall à travers la mise en place d'un nouveau firewall à TNR est effective d'ici novembre 2023,0,"La signature du contrat pour la fourniture du firewall Fortigate 201F déjà effectuée, en attente livraison pour procéder à la mise en place et mise en service"
00314,2023,Robustesse Opérationnelle,Mise en place d'un plan stratégique pour renforcer l'utilisation des canaux de communication et des télécommunications afin de répondre de manière efficace aux besoins de RAVINALA AIRPORTS,15,Un stratégie d'utilisation des canaux de communication et des télécommunications sera en place d'ici novembre 2023,0,
00314,2023,Robustesse Opérationnelle,"Augmenter le score de l'enquête ASQ pour le wifi public en passant d'un taux de 2,84 à 4",15,Taux de satisfaction des utilisateurs concernant le wifi public atteint la valeur de 4 au plus tard le T3 2023,0,"Suite au test d'upgrade temporaire sur la connexion wifi nous avons eu un taux général de 3,12/5 pour l'année 2023
contrat d'un an avec ORANGE à mettre en place"
00314,2023,Robustesse Opérationnelle,,0,,0,
00314,2023,Performance Financière,Le revenu généré par les points de présence des fournisseurs d'accès internet sera augmenté de 20% afin d'atténuer les charges récurrentes,35,Les revenus mensuels des redevances des POP augmentent de 20% en 2023,0,"Actuellement 183% suite ajout d'un nouveau lien pour la PAF, le Box Avis (SOMADA)? Ethiopian Airlines ainsi que celui de Air Austral (Telma)"
00314,2023,Performance Financière,,0,,0,
00314,2023,Performance Financière,,0,,0,
00314,2023,Performance Financière,,0,,0,
